ad_id,source_url,title,price_nok,price_predicted,price_residual_pct,deal_label,condition_score,groupset_tier,brand_tier,carbon_frame,carbon_wheels,electronic_shifting,bike_age,framesize_cm,tilstand,brand,groupset
453407263,https://www.finn.no/recommerce/forsale/item/453407263,Landeveissykkel,15000.0,9300.171,61.287358735742316,bad_deal,3.0,0,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Canyon,
453403484,https://www.finn.no/recommerce/forsale/item/453403484,Giant Propel str Large,33000.0,23604.293,39.80507716833157,bad_deal,3.0,5,3,0,0,1,5.0,56.0,Pent brukt - I god stand,Giant,SRAM Red/Force
453402919,https://www.finn.no/recommerce/forsale/item/453402919,Hardrocx Super Electra Disc 2019 - landeveissykkel,35000.0,31703.592,10.397585939931023,ok_deal,2.0,4,2,1,1,1,7.0,54.0,Godt brukt - Synlig brukt,Hardrocx,Shimano Ultegra Di2
416600931,https://www.finn.no/recommerce/forsale/item/416600931,Bianchi Sempre B4P Monoque - str 56,13000.0,9047.553,43.68526364713179,bad_deal,3.0,0,3,1,0,0,13.0,56.0,Pent brukt - I god stand,Bianchi,
453397732,https://www.finn.no/recommerce/forsale/item/453397732,Canyon Inflite 8.0 str Large,10000.0,12730.49,-21.448429589946993,good_deal,3.0,4,3,0,0,0,5.0,56.0,Pent brukt - I god stand,Canyon,Shimano 105/Ultegra
429230265,https://www.finn.no/recommerce/forsale/item/429230265,Nakamura Pursuit SL karbon racersykkel,25000.0,18469.424,35.35885164934232,bad_deal,3.0,0,2,1,0,0,4.0,56.0,Pent brukt - I god stand,Nakamura,
401208177,https://www.finn.no/recommerce/forsale/item/401208177,Cannondale Synapse 52”,9000.0,17884.117,-49.67601752078376,good_deal,3.0,4,3,1,0,0,5.0,52.0,,Cannondale,Shimano Ultegra
453385442,https://www.finn.no/recommerce/forsale/item/453385442,Cube GTC SL,12000.0,27429.764,-56.251901607507634,good_deal,3.0,4,3,1,1,0,5.0,56.0,Pent brukt - I god stand,Cube,Shimano Ultegra 6800
367125996,https://www.finn.no/recommerce/forsale/item/367125996,Colnago Landeveissykkel,21000.0,13041.734,61.021528242864555,bad_deal,3.0,0,4,0,0,0,5.0,56.0,Pent brukt - I god stand,Colnago,
359684041,https://www.finn.no/recommerce/forsale/item/359684041,Ridley Helium RS - belgisk arbeidshest med retro look til salgs,13000.0,14695.892,-11.539902766989577,ok_deal,3.0,4,3,1,0,0,11.0,54.0,Pent brukt - I god stand,Ridley,Campagnolo Chorus
453374186,https://www.finn.no/recommerce/forsale/item/453374186,TREK MADONE 6.9 full karbon,14999.0,24389.889,-38.50320433280216,good_deal,2.0,5,3,1,1,0,5.0,54.0,Godt brukt - Synlig brukt,Trek,Shimano Dura-Ace
443830414,https://www.finn.no/recommerce/forsale/item/443830414,Canyon Speedmax CF Small,35000.0,26853.145,30.33855293658142,bad_deal,3.0,2,3,1,1,1,5.0,52.0,Pent brukt - I god stand,Canyon,Shimano Di2
453363922,https://www.finn.no/recommerce/forsale/item/453363922,S-works Aethos - Størrelse 54 - Vurderes solgt,25000.0,33028.4,-24.30756202936157,good_deal,4.0,5,4,1,0,1,5.0,54.0,Som ny - Ikke synlig brukt,Specialized,Shimano Dura-Ace Di2
453265918,https://www.finn.no/recommerce/forsale/item/453265918,Cannondale Synapse Di2 + Interaktiv rulle Elite Direto,22000.0,21898.64,0.462856926764147,ok_deal,3.0,4,3,1,0,1,9.0,54.0,Pent brukt - I god stand,Cannondale,Shimano Ultegra Di2
453356733,https://www.finn.no/recommerce/forsale/item/453356733,Strøken vintage Eddy Merckx,7900.0,9983.973,-20.87318072676638,good_deal,3.0,1,3,0,0,0,44.0,60.0,Pent brukt - I god stand,Eddy Merckx,Campagnolo
453353964,https://www.finn.no/recommerce/forsale/item/453353964,Cannondale Supersix Evo karbon,12500.0,21225.508,-41.10859391246897,good_deal,4.0,5,3,1,0,0,5.0,52.0,Som ny - Ikke synlig brukt,Cannondale,SRAM Red
452315470,https://www.finn.no/recommerce/forsale/item/452315470,"(Strøken) Felt Fr 2021 di2 el-gir, carbon-hjul",26000.0,37802.332,-31.22117445424632,good_deal,3.0,4,3,1,1,1,5.0,58.0,Pent brukt - I god stand,Felt,Shimano Ultegra Di2
453348241,https://www.finn.no/recommerce/forsale/item/453348241,Focus Cayo Alu 105,9000.0,9353.482,-3.7791531103785503,ok_deal,2.0,3,3,0,0,0,9.0,60.0,Godt brukt - Synlig brukt,Focus,Shimano 105
453345858,https://www.finn.no/recommerce/forsale/item/453345858,Giant TCR Racersykkel,5500.0,14235.092,-61.363087232023304,good_deal,3.0,3,3,1,0,0,5.0,54.0,Pent brukt - I god stand,Giant,Shimano 105
453336156,https://www.finn.no/recommerce/forsale/item/453336156,"Orbea Orca landeveissykkel 51 cm 28""/700c unisex",22000.0,35055.32,-37.24205112410496,good_deal,3.0,3,3,1,0,1,1.0,51.0,Pent brukt - I god stand,Orbea,Shimano 105 Di2
452661512,https://www.finn.no/recommerce/forsale/item/452661512,Scott Addict RC20 | KARBON OPPGRADERINGER,38000.0,35156.4,8.088432515507158,ok_deal,3.0,4,3,1,1,1,5.0,54.0,Pent brukt - I god stand,Scott,SRAM Force AXS
453325380,https://www.finn.no/recommerce/forsale/item/453325380,"Ønsker å kjøpe landeveissykkel, L eller XL",30000.0,9750.606,207.6731705690181,bad_deal,3.0,0,1,0,0,0,5.0,56.0,,,
453185631,https://www.finn.no/recommerce/forsale/item/453185631,White RR Ultimate karbon 8kg/str58cm,8500.0,8864.73,-4.114399981316408,ok_deal,3.0,4,1,1,0,0,5.0,58.0,,White,Shimano Ultegra/SRAM Force
453310478,https://www.finn.no/recommerce/forsale/item/453310478,Wilier Garda – Carbon Landeveissykkel – Shimano 105 12-delt,20500.0,11586.334,76.93258305556975,bad_deal,2.0,3,4,1,0,0,5.0,54.0,Godt brukt - Synlig brukt,Wilier,Shimano 105 R7100
415488301,https://www.finn.no/recommerce/forsale/item/415488301,Speedwell Titanium,8000.0,6089.87,31.36569164950697,bad_deal,3.0,1,1,0,0,0,5.0,53.0,Pent brukt - I god stand,Speedwell,Campagnolo
453291962,https://www.finn.no/recommerce/forsale/item/453291962,"Trek landeveissykkel L 28""/700c unisex",7000.0,6823.392,2.588271461332573,ok_deal,2.0,0,3,0,0,0,5.0,56.0,Godt brukt - Synlig brukt,Trek,
453298052,https://www.finn.no/recommerce/forsale/item/453298052,Par søker par!,40000.0,9444.94,323.5071708263115,bad_deal,3.0,0,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Giant,
452022860,https://www.finn.no/recommerce/forsale/item/452022860,Specialized S-works tarmac. Med Enve Classic 25,22000.0,32274.844,-31.835456213478956,good_deal,3.0,4,4,1,1,1,11.0,54.0,Pent brukt - I god stand,Specialized,Shimano Ultegra Di2 6870
413906084,https://www.finn.no/recommerce/forsale/item/413906084,Fin retro racer,5000.0,10241.027,-51.17677326531648,good_deal,3.0,0,1,0,0,0,5.0,58.0,,Moser,
453270845,https://www.finn.no/recommerce/forsale/item/453270845,Specialized Dolce sport,5000.0,13016.496,-61.587204697884864,good_deal,3.0,0,4,0,0,0,5.0,54.0,Pent brukt - I god stand,Specialized,
453274680,https://www.finn.no/recommerce/forsale/item/453274680,RESERVERT: Trek Project One i fantastisk tilstand,9500.0,12679.101,-25.07354969218769,good_deal,3.0,4,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Trek,Shimano Ultegra
453262361,https://www.finn.no/recommerce/forsale/item/453262361,Trek Domane Alu 2,9900.0,13155.518,-24.746404379697502,good_deal,3.0,1,3,0,0,0,3.0,56.0,Pent brukt - I god stand,Trek,Shimano Claris R2000
418855503,https://www.finn.no/recommerce/forsale/item/418855503,Bianchi fullkarbon dura-ace landeveissykkel,19999.0,13268.294,50.72774301224584,bad_deal,3.0,5,3,1,0,0,5.0,56.0,Pent brukt - I god stand,Bianchi,Shimano Dura-Ace
453261427,https://www.finn.no/recommerce/forsale/item/453261427,Ridley Noah RS - karbon Ultegra DI2 (M),12500.0,23673.936,-47.19931557112809,good_deal,3.0,4,3,1,0,1,13.0,54.0,Pent brukt - I god stand,Ridley,Shimano Ultegra Di2
453260852,https://www.finn.no/recommerce/forsale/item/453260852,Landeveissykling,8000.0,9148.847,-12.557284211989236,ok_deal,3.0,0,1,1,0,0,5.0,54.0,Pent brukt - I god stand,,
453254362,https://www.finn.no/recommerce/forsale/item/453254362,Quintana Roo SRSix,49999.0,21727.906,130.11421084348612,bad_deal,4.0,4,1,1,0,1,1.0,54.0,Som ny - Ikke synlig brukt,Quintana Roo,Shimano Ultegra Di2
74061242,https://www.finn.no/recommerce/forsale/item/74061242,Pinarello Radius - 1997,25000.0,8818.106,183.5075779028435,bad_deal,3.0,2,4,0,0,0,29.0,56.0,Pent brukt - I god stand,Pinarello,Shimano 600
453221710,https://www.finn.no/recommerce/forsale/item/453221710,Canyon Ultimate CF SL 7 etap,33000.0,33619.67,-1.8431824001851596,ok_deal,3.0,3,3,1,0,1,3.0,56.0,Pent brukt - I god stand,Canyon,SRAM Rival eTap AXS
453220271,https://www.finn.no/recommerce/forsale/item/453220271,Eddy Merckx LXM,16000.0,22276.246,-28.174612846959494,good_deal,3.0,0,3,1,1,0,5.0,52.0,Pent brukt - I god stand,Eddy Merckx,
453219014,https://www.finn.no/recommerce/forsale/item/453219014,Vipera Race9 Pro Carbon,8500.0,8161.6504,4.145602827629694,ok_deal,2.0,2,1,1,0,0,5.0,54.0,Godt brukt - Synlig brukt,Vipera,SRAM R2C
421567923,https://www.finn.no/recommerce/forsale/item/421567923,Ny pris. Scott Foil 10 2018,16000.0,23949.354,-33.19235114400351,good_deal,3.0,4,3,1,0,1,8.0,52.0,Pent brukt - I god stand,Scott,Shimano Ultegra R8050 Di2
453213072,https://www.finn.no/recommerce/forsale/item/453213072,Wilier Triestina,11500.0,14700.152,-21.7695182261876,good_deal,3.0,3,1,1,1,0,5.0,54.0,Pent brukt - I god stand,Wilier Triestina,Shimano 105
453212267,https://www.finn.no/recommerce/forsale/item/453212267,"Team Rynkeby, Bianchi",8500.0,11478.237,-25.946817665733768,good_deal,3.0,3,3,0,0,0,5.0,58.0,Pent brukt - I god stand,Bianchi,Shimano 105
453205043,https://www.finn.no/recommerce/forsale/item/453205043,"White RR Ultimate 7,2kg Di2",10000.0,12858.594,-22.230998238046055,good_deal,3.0,2,1,1,0,1,5.0,54.0,Pent brukt - I god stand,White,Shimano Di2
452658781,https://www.finn.no/recommerce/forsale/item/452658781,Ubrukt Rynkeby Bianchi landeveissykkel 53 cm 2026,21000.0,16941.545,23.955637439444523,bad_deal,5.0,3,3,0,0,0,0.0,53.0,Helt ny - Uåpnet/med lapp,Bianchi,Shimano 105 12-speed
424881903,https://www.finn.no/recommerce/forsale/item/424881903,Trek SLR Landevei Unisex - str 54,8000.0,12612.777,-36.5722569901368,good_deal,3.0,5,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Trek,Shimano Dura-Ace
453184869,https://www.finn.no/recommerce/forsale/item/453184869,Scott Addict RC10 2022 mod str 58/XL,45000.0,35507.473,26.733886231914433,bad_deal,3.0,4,3,1,0,1,4.0,54.0,Pent brukt - I god stand,Scott,SRAM Force AXS
347815850,https://www.finn.no/recommerce/forsale/item/347815850,Cannondale SuperSix EVO Hi-MOD Disc Ultegra Di2 - ramme 60,45000.0,33205.297,35.52054712656443,bad_deal,4.0,4,3,1,0,1,5.0,60.0,Som ny - Ikke synlig brukt,Cannondale,Shimano Ultegra Di2
453164079,https://www.finn.no/recommerce/forsale/item/453164079,Ridley Falcn med Ultegra Di2,40000.0,36845.605,8.561114659726107,ok_deal,3.0,4,3,1,0,1,1.0,50.0,Pent brukt - I god stand,Ridley,Shimano Ultegra Di2
453156391,https://www.finn.no/recommerce/forsale/item/453156391,Bianchi landeveissykkel.,8000.0,10655.261,-24.919716245652204,good_deal,3.0,4,3,0,0,0,5.0,56.0,Pent brukt - I god stand,Bianchi,Shimano Ultegra
453148410,https://www.finn.no/recommerce/forsale/item/453148410,RIDLEY FENIX DISC 105 Di2,30000.0,36664.766,-18.177575968072208,ok_deal,3.0,3,3,1,0,1,1.0,54.0,Pent brukt - I god stand,Ridley,Shimano 105 Di2
404962681,https://www.finn.no/recommerce/forsale/item/404962681,Basso Diamante rammesett,12500.0,8185.6855,52.70559720892345,bad_deal,2.0,0,1,1,0,0,5.0,53.0,Godt brukt - Synlig brukt,Basso,
443653545,https://www.finn.no/recommerce/forsale/item/443653545,Eddy Merckx Landevei Alu Team,8500.0,11172.94,-23.923339129109277,good_deal,3.0,4,3,0,0,0,5.0,58.0,Pent brukt - I god stand,Eddy Merckx,Campagnolo Athena
453130912,https://www.finn.no/recommerce/forsale/item/453130912,Nakamura Pursuit 4.0,6500.0,10286.214,-36.80862478725365,good_deal,3.0,3,2,0,0,0,5.0,51.0,Pent brukt - I god stand,Nakamura,Shimano 105
453125086,https://www.finn.no/recommerce/forsale/item/453125086,"Merckx landeveissykkel 28""/700c rød",12000.0,9096.831,31.91406906272628,bad_deal,3.0,0,1,0,0,0,5.0,54.0,Pent brukt - I god stand,Merckx,
453119118,https://www.finn.no/recommerce/forsale/item/453119118,Gekko Firm RCE 105,16000.0,17776.271,-9.99237374348332,ok_deal,3.0,3,1,0,0,0,2.0,56.0,Pent brukt - I god stand,Gekko,Shimano 105
450377271,https://www.finn.no/recommerce/forsale/item/450377271,Orbea orca aero 2022 str 53/54 (m),38000.0,35507.473,7.019726151394408,ok_deal,3.0,4,3,1,0,1,4.0,54.0,Pent brukt - I god stand,Orbea,SRAM Force eTap AXS
453099816,https://www.finn.no/recommerce/forsale/item/453099816,Vipera Team Issue (2014) - mangler giroppheng / gear deraillur hanger,10000.0,9231.028,8.330292715009977,ok_deal,1.0,5,1,1,0,0,12.0,54.0,Må fikses - Noen mangler/ødelagte deler,Vipera,Campagnolo Record
453099962,https://www.finn.no/recommerce/forsale/item/453099962,"Merida Ride Carbonramme, wattmåler, ultegra 2x11 speed. Oppgraderte hjul.",14000.0,11067.433,26.497268917258026,bad_deal,3.0,4,2,1,0,0,5.0,52.0,Pent brukt - I god stand,Merida,Shimano Ultegra
453101673,https://www.finn.no/recommerce/forsale/item/453101673,Ny Ridley Helium Di2,33900.0,39016.887,-13.11454385285698,ok_deal,5.0,3,3,1,0,1,5.0,54.0,Helt ny - Uåpnet/med lapp,Ridley,Shimano 105 Di2
413442428,https://www.finn.no/recommerce/forsale/item/413442428,Argon 18 E119 2025 modell - Utleie,5000.0,48468.11,-89.68393844019215,good_deal,4.0,4,1,1,1,1,1.0,54.0,Som ny - Ikke synlig brukt,Argon 18,Shimano Ultegra Di2 R8150
419766394,https://www.finn.no/recommerce/forsale/item/419766394,Ny pris: Giant TCR Advanced (2012) – fullkarbon med Ultegragruppe,12500.0,11753.743,6.3490993934528674,ok_deal,3.0,4,3,1,0,0,14.0,56.0,Pent brukt - I god stand,Giant,Shimano Ultegra
453056164,https://www.finn.no/recommerce/forsale/item/453056164,"Fuji landeveisykkel 56 cm 28""/700c Unisex, Hentes i Trondheim.",7500.0,10626.307,-29.42044443431497,good_deal,3.0,3,3,0,0,0,5.0,56.0,Pent brukt - I god stand,Fuji,Shimano 105
443490053,https://www.finn.no/recommerce/forsale/item/443490053,Trek Landevei sykkel Domane størrelse S 52,22000.0,12753.921,72.49597339666148,bad_deal,4.0,3,3,0,0,0,5.0,52.0,Som ny - Ikke synlig brukt,Trek,Shimano 105
453039786,https://www.finn.no/recommerce/forsale/item/453039786,Giant TCR adv 0,34000.0,37358.883,-8.990854542834839,ok_deal,3.0,4,3,1,1,1,5.0,54.0,Pent brukt - I god stand,Giant,Shimano Ultegra Di2
453030748,https://www.finn.no/recommerce/forsale/item/453030748,Dare VSRU -helt strøken,45000.0,27999.852,60.71513771975911,bad_deal,4.0,4,1,0,1,1,3.0,50.0,Som ny - Ikke synlig brukt,Dare,Shimano Ultegra Di2
423787714,https://www.finn.no/recommerce/forsale/item/423787714,Merida Scultura Endurance 8000 - 2025-modell,39999.0,44506.63,-10.127994451669199,ok_deal,4.0,4,2,1,1,1,1.0,54.0,Som ny - Ikke synlig brukt,Merida,Shimano Ultegra Di2
434182755,https://www.finn.no/recommerce/forsale/item/434182755,S-works aethos,54000.0,31126.416,73.4860832448323,bad_deal,3.0,4,4,1,1,1,5.0,56.0,Pent brukt - I god stand,Specialized,SRAM Force AXS
453005360,https://www.finn.no/recommerce/forsale/item/453005360,Bottecchia 8AVIO Revolution – Str 58 – Shimano 105 – Karbon,15000.0,11037.306,35.90273257394732,bad_deal,3.0,3,1,1,0,0,6.0,58.0,Pent brukt - I god stand,Bottecchia,Shimano 105
451891818,https://www.finn.no/recommerce/forsale/item/451891818,Gavia Imperiale Carbon (M),18999.0,29270.941,-35.092623990756614,good_deal,3.0,3,1,1,0,1,1.0,54.0,Pent brukt - I god stand,Gavia,Shimano 105 R7100 Di2
443590694,https://www.finn.no/recommerce/forsale/item/443590694,Rossetti Diablesse SRAM Red,19450.0,16418.258,18.465675360462367,ok_deal,3.0,5,1,1,1,0,5.0,51.0,,Rossetti,SRAM Red
452997109,https://www.finn.no/recommerce/forsale/item/452997109,"Trek émonda alr 5 - lite brukt, mest kjørt på rulle",19500.0,10440.194,86.77813240388265,bad_deal,3.0,3,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Trek,Shimano 105
452982529,https://www.finn.no/recommerce/forsale/item/452982529,En fantastisk Ridley Noah RS - karbon selges!,13300.0,14035.944,-5.243283375335103,ok_deal,3.0,4,3,1,0,0,5.0,54.0,Pent brukt - I god stand,Ridley,Shimano Ultegra
452974170,https://www.finn.no/recommerce/forsale/item/452974170,Merida Jr 90 Ride xs,6000.0,12208.974,-50.855819821949936,good_deal,3.0,1,2,0,1,0,5.0,50.0,Pent brukt - I god stand,Merida,Shimano Claris
452977082,https://www.finn.no/recommerce/forsale/item/452977082,Fin sykkel selges,5100.0,15672.836,-67.4596223661261,good_deal,3.0,0,1,0,0,0,4.0,57.0,Pent brukt - I god stand,Fixie Inc,
445704037,https://www.finn.no/recommerce/forsale/item/445704037,Cannondale Caad 10 - Str 54 cm - Shimano 105,7900.0,11151.701,-29.15879041016549,good_deal,3.0,3,3,0,0,0,5.0,54.0,Pent brukt - I god stand,Cannondale,Shimano 105
452943925,https://www.finn.no/recommerce/forsale/item/452943925,"Cannondale SuperSix EVO 3, str 54/M",42000.0,18841.463,122.91262755875532,bad_deal,3.0,0,3,0,1,0,2.0,54.0,Pent brukt - I god stand,Cannondale,
452959607,https://www.finn.no/recommerce/forsale/item/452959607,Tandem sykkel,13000.0,9096.831,42.9069081512868,bad_deal,3.0,0,1,0,0,0,5.0,54.0,Pent brukt - I god stand,TubRace,
434701251,https://www.finn.no/recommerce/forsale/item/434701251,Bianchi Oltre Comp landeveissykkel str 55,50000.0,33834.44,47.77841135206047,bad_deal,3.0,3,3,1,0,1,1.0,55.0,Pent brukt - I god stand,Bianchi,Shimano 105 Di2
438559494,https://www.finn.no/recommerce/forsale/item/438559494,Cervélo R5 Dura-Ace Di2 str. 54 - Toppmodell,30000.0,34556.88,-13.18660437654813,ok_deal,3.0,5,1,1,1,1,5.0,54.0,Pent brukt - I god stand,Cervélo,Shimano Dura-Ace R9150 Di2
399845718,https://www.finn.no/recommerce/forsale/item/399845718,Trek Emonda SL6 str. 54 med Zipp 808!,33000.0,21924.156,50.518905374066556,bad_deal,3.0,4,3,1,1,0,5.0,54.0,Pent brukt - I god stand,Trek,Shimano Ultegra
410560914,https://www.finn.no/recommerce/forsale/item/410560914,Prorace Delta karbon landeveisykkel selges,8500.0,8862.98,-4.095467320839006,ok_deal,3.0,0,1,1,0,0,5.0,58.0,Pent brukt - I god stand,Prorace,
442218680,https://www.finn.no/recommerce/forsale/item/442218680,White S/52 Ultegra,6000.0,12558.713,-52.224403469889324,good_deal,3.0,4,1,0,0,0,5.0,52.0,Pent brukt - I god stand,White,Shimano Ultegra
379766691,https://www.finn.no/recommerce/forsale/item/379766691,Landeveissykkel i titan - 50 cm,35000.0,16568.512,111.2440790948757,bad_deal,3.0,0,1,0,1,0,5.0,50.0,Pent brukt - I god stand,Van Nicholas,
452886840,https://www.finn.no/recommerce/forsale/item/452886840,Merida scultura endurance 6000 Carbon Di2 XS NY!,29000.0,13501.03,114.79842214009275,bad_deal,5.0,2,2,1,0,1,5.0,50.0,Helt ny - Uåpnet/med lapp,Merida,Shimano Di2
443327159,https://www.finn.no/recommerce/forsale/item/443327159,Supersix EVO eTap AXS,35000.0,37474.39,-6.602884219681691,ok_deal,3.0,4,3,1,1,1,5.0,54.0,Pent brukt - I god stand,Cannondale,SRAM Force eTap AXS
452873275,https://www.finn.no/recommerce/forsale/item/452873275,Orbea Orca M30 landeveissykkel,22000.0,25058.021,-12.20376272038013,ok_deal,4.0,3,3,1,0,0,2.0,51.0,Som ny - Ikke synlig brukt,Orbea,Shimano 105 R7100
430031616,https://www.finn.no/recommerce/forsale/item/430031616,GIANT PROPEL ADVANCED 1 Carbon | str S |Ultegra Di2 | tempobøyle m/Di2 skifter,19990.0,27501.535,-27.313148569973293,good_deal,3.0,4,3,1,0,1,5.0,52.0,Pent brukt - I god stand,Giant,Shimano Ultegra Di2
452873553,https://www.finn.no/recommerce/forsale/item/452873553,Merida Scultura 100,10000.0,7027.1875,42.30444256681638,bad_deal,4.0,1,2,0,0,0,5.0,54.0,Som ny - Ikke synlig brukt,Merida,Shimano Sora
452869835,https://www.finn.no/recommerce/forsale/item/452869835,"Specialized S-Work Tarmac SL5 (str 52, Red eTap, unass hjulsett",15000.0,24168.225,-37.93503559967161,good_deal,3.0,5,4,1,0,1,5.0,52.0,Pent brukt - I god stand,Specialized,SRAM Red eTap
452789081,https://www.finn.no/recommerce/forsale/item/452789081,Scott RC 15,29000.0,31002.43,-6.458944372051485,ok_deal,3.0,4,3,1,0,1,6.0,52.0,Pent brukt - I god stand,Scott,Shimano Ultegra Di2
410320647,https://www.finn.no/recommerce/forsale/item/410320647,Scott Addict RC 15,44000.0,28208.379,55.98202273953121,bad_deal,3.0,4,3,1,0,1,5.0,56.0,Pent brukt - I god stand,Scott,Shimano Ultegra Di2
452796015,https://www.finn.no/recommerce/forsale/item/452796015,BH Racer Allround Quartz 1.5,19800.0,12899.374,53.49582052605357,bad_deal,4.0,3,1,0,0,0,1.0,54.0,Som ny - Ikke synlig brukt,BH,Shimano 105
452793309,https://www.finn.no/recommerce/forsale/item/452793309,"Date VSRu Team edition, S, ARC 1400",55000.0,10088.616,445.16891960239457,bad_deal,3.0,0,1,0,0,0,5.0,52.0,Pent brukt - I god stand,Dare,
452784168,https://www.finn.no/recommerce/forsale/item/452784168,EDDY MERCKX EMX-1 Karbon,6500.0,14035.944,-53.69032646162994,good_deal,3.0,4,3,1,0,0,5.0,54.0,Pent brukt - I god stand,Eddy Merckx,Shimano Ultegra
452399831,https://www.finn.no/recommerce/forsale/item/452399831,Giant TCR Advanced Pro Disc 1 AX 2022 i M,35000.0,31793.975,10.083751496988516,ok_deal,2.0,3,3,1,1,1,4.0,54.0,Godt brukt - Synlig brukt,Giant,SRAM Rival AXS
404520579,https://www.finn.no/recommerce/forsale/item/404520579,Felt F2,8000.0,15454.106,-48.23382362280454,good_deal,3.0,5,3,1,0,0,5.0,56.0,Pent brukt - I god stand,Felt,Shimano Dura Ace
452723466,https://www.finn.no/recommerce/forsale/item/452723466,"Specialized Roubaix herre 61 cm ramme 28""/700c hjul",19000.0,23223.46,-18.1861822786292,ok_deal,4.0,2,4,1,0,0,2.0,61.0,Som ny - Ikke synlig brukt,Specialized,Shimano Tiagra
452721065,https://www.finn.no/recommerce/forsale/item/452721065,Canyon Ultimate CF SL 7 AXS Aero,39000.0,38911.426,0.22763036041892015,ok_deal,5.0,3,3,1,0,1,1.0,56.0,Helt ny - Uåpnet/med lapp,Canyon,SRAM Rival eTap AXS
424611181,https://www.finn.no/recommerce/forsale/item/424611181,Lapierre Sensium 500 Di2 karbon str 58,15000.0,36694.184,-59.121586772256464,good_deal,3.0,4,3,1,0,1,5.0,58.0,Pent brukt - I god stand,Lapierre,Shimano Ultegra Di2
448904902,https://www.finn.no/recommerce/forsale/item/448904902,Bridgestone Professional m/Shimano Ultegra - kan sendes,7250.0,9097.742,-20.309898317834694,good_deal,3.0,4,1,0,0,0,5.0,57.0,Pent brukt - I god stand,Bridgestone,Shimano Ultegra 6600
452692922,https://www.finn.no/recommerce/forsale/item/452692922,Landeveissykkel ridley x-night karbon,15000.0,32119.807,-53.29984340245666,good_deal,3.0,4,3,1,0,1,5.0,56.0,Pent brukt - I god stand,Ridley,Shimano Ultegra
452683873,https://www.finn.no/recommerce/forsale/item/452683873,Merida Reacto 6000 rammesett størrelse M,23000.0,8472.547,171.46500738598746,bad_deal,4.0,0,2,0,0,0,5.0,54.0,Som ny - Ikke synlig brukt,Merida,
